Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
103,9.766101837158203,0,19,19243,18,5,16486,1921,
104,8.535146713256836,0,19,19249,18,5,16492,1921,
105,9.90605354309082,0,21,19430,20,5,16585,1921,
106,8.774042129516602,0,19,19243,18,5,16486,1921,
107,8.325815200805664,0,19,19248,18,5,16491,1921,
108,8.960962295532227,0,19,19243,18,5,16486,1921,
109,8.606910705566406,0,19,19249,18,5,16492,1921,
110,8.671045303344727,0,19,19246,18,5,16489,1921,
111,8.795022964477539,0,19,19238,18,5,16481,1921,
112,8.619070053100586,0,19,19249,18,5,16492,1921,
113,8.303165435791016,0,19,19247,18,5,16490,1921,
114,8.125066757202148,0,19,19248,18,5,16491,1921,
115,9.795904159545898,0,19,19243,18,5,16486,1921,
116,8.456945419311523,0,19,19244,18,5,16487,1921,
117,7.220029830932617,0,19,19241,18,5,16484,1921,
118,10.226011276245117,0,19,19238,18,5,16481,1921,
119,8.805990219116211,0,19,19238,18,5,16481,1921,
120,8.275985717773438,0,19,19239,18,5,16482,1921,
121,7.308006286621094,0,19,19242,18,5,16485,1921,
122,7.80487060546875,0,19,19238,18,5,16481,1921,
123,9.171009063720703,0,19,19238,18,5,16481,1921,
124,8.421897888183594,0,19,19244,18,5,16487,1921,
125,7.960081100463867,0,19,19238,18,5,16481,1921,
126,9.643077850341797,0,19,19247,18,5,16490,1921,
127,8.177042007446289,0,19,19238,18,5,16481,1921,
128,8.32509994506836,0,19,19239,18,5,16482,1921,
129,7.714986801147461,0,21,19390,18,7,16483,1983,
130,7.884979248046875,0,19,19250,18,5,16493,1921,
131,8.68082046508789,0,19,19246,18,5,16489,1921,
132,7.704019546508789,0,19,19246,18,5,16489,1921,
133,7.269859313964844,0,19,19243,18,5,16486,1921,
134,10.375022888183594,0,19,19241,18,5,16484,1921,
135,8.635997772216797,0,19,19239,18,5,16482,1921,
136,8.377790451049805,0,19,19245,18,5,16488,1921,
137,7.131814956665039,0,19,19242,18,5,16485,1921,
138,9.084939956665039,0,19,19245,18,5,16488,1921,
139,9.094953536987305,0,19,19240,18,5,16483,1921,
140,8.492231369018555,0,19,19238,18,5,16481,1921,
141,9.125947952270508,0,19,19240,18,5,16483,1921,
142,8.759021759033203,0,19,19244,18,5,16487,1921,
